verbatimScientificName;scientificName;retainedName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Rhizobium/Agrobacterium group;Rhizobium Frank, 1889;Rhizobium;3220733;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;
Bdellovibrio exovorus JSS;Bdellovibrio exovorus Koval & al., 2013;Bdellovibrio exovorus;8292626;EXACT;83;ACCEPTED;SPECIES;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;Bdellovibrio exovorus
Phycisphaera mikurensis NBRC 102666;Phycisphaera mikurensis Fukunaga & al, 2010;Phycisphaera mikurensis;7609484;EXACT;83;ACCEPTED;SPECIES;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;Phycisphaera mikurensis
Sarcoptiformes;Sarcoptiformes;Sarcoptiformes;542;EXACT;94;ACCEPTED;ORDER;Animalia;Arthropoda;Arachnida;Sarcoptiformes;;;
Gaeumannomyces graminis var. avenae;Gaeumannomyces graminis var. avenae (E.M.Turner) Dennis, 1960;Gaeumannomyces avenae;3456761;EXACT;98;SYNONYM;SPECIES;Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Magnaporthaceae;Gaeumannomyces;Gaeumannomyces avenae
Rhizoctonia zeae;Rhizoctonia zeae Voorhees;Waitea circinata;2555773;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Waitea;Waitea circinata
Spongospora subterranea f. sp. nasturtii;Spongospora subterranea f. nasturtii J.A.Toml.;Spongospora nasturtii;3204350;EXACT;94;SYNONYM;SPECIES;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Spongospora;Spongospora nasturtii
Vigna angularis var. angularis;Vigna angularis var. angularis;Vigna angularis;7225151;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;Vigna angularis
Peritrichia;Peritrichia Burmeister, 1844;Peritrichia;1051626;EXACT;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Coleoptera;Melolonthidae;Peritrichia;
Dileptida;Dileptida;Dileptida;7911165;EXACT;94;ACCEPTED;ORDER;Chromista;Ciliophora;Litostomatea;Dileptida;;;
Arcuospathidium namibiense tristicha;Arcuospathidium namibiense subsp. tristicha Foissner, Agatha & Berger, 2002;Arcuospathidium namibiense;8428331;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae;Arcuospathidium;Arcuospathidium namibiense
Hemiamphisiella terricola qingdaoensis;Hemiamphisiella terricola subsp. qingdaoensis Song & Wilbert, 1989;Hemiamphisiella terricola;7712285;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Hemiamphisiella;Hemiamphisiella terricola
Brachypylina;Brachypylina;Brachypylina;7935040;EXACT;91;DOUBTFUL;FAMILY;Animalia;Arthropoda;Arachnida;Oribatida;Brachypylina;;
Holwaya mucida subsp. nipponica;Holwaya mucida subsp. nipponica Korf & Abawi, 1971;Holwaya mucida;3481157;EXACT;98;SYNONYM;SPECIES;Fungi;Ascomycota;Leotiomycetes;Helotiales;Tympanidaceae;Holwaya;Holwaya mucida
Nitrospira marina Nb-295;Nitrospira marina Watson & al., 1986;Nitrospira marina;5427444;EXACT;83;ACCEPTED;SPECIES;Bacteria;Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira marina
Hantzschia amphioxys f. muelleri;Hantzschia amphioxys f. mulleri Ko-Bayashi, 1963;Hantzschia amphioxys;9523928;FUZZY;95;ACCEPTED;SPECIES;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Hantzschia;Hantzschia amphioxys
Archaeospora sp. PODO7.3;Archaeospora Morton & Redecker;Archaeospora;2560211;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Glomeromycota;Glomeromycetes;Archaeosporales;Archaeosporaceae;Archaeospora;
Glomus sp. 9 SUN-2011;Glomus Tul. & C.Tul.;Glomus;2559545;HIGHERRANK;92;ACCEPTED;GENUS;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;
Capsellina sp. ATCC 50039;Capsellina Penard, 1909;Capsellina;4886653;HIGHERRANK;92;DOUBTFUL;GENUS;Chromista;Cercozoa;Imbricatea;Testaceafilosida;Chlamydophryidae;Capsellina;
Pseudochilodonopsis sp. 3 WS-2013;Pseudochilodonopsis Foissner, 1979;Pseudochilodonopsis;7902508;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Pseudochilodonopsis;
Acrobeles sp.;Acrobeles Linstow, 1877;Acrobeles;2283761;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Rhabditida;Cephalobidae;Acrobeles;
Panagrolaimus sp. PS443;Panagrolaimus Fuchs, 1930;Panagrolaimus;2283711;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Rhabditida;Pangrolaimidae;Panagrolaimus;
Mesorhabditis sp. 334Meso1;Mesorhabditis Osche, 1952;Mesorhabditis;2283674;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Rhabditida;Rhabditidae;Mesorhabditis;
Leptomyxa sp. AS-2016b;Leptomyxa Goodey, 1914;Leptomyxa;4893086;HIGHERRANK;92;DOUBTFUL;GENUS;Protozoa;Amoebozoa;Tubulinea;Leptomyxida;Leptomyxidae;Leptomyxa;
Dorylaimina;Dorylaimida;Dorylaimida;446;EDITED;69;ACCEPTED;ORDER;Animalia;Nematoda;Adenophorea;Dorylaimida;;;
Dorylaimia;Dorylaimida;Dorylaimia;446;EDITED;79;ACCEPTED;ORDER;Animalia;Nematoda;Adenophorea;Dorylaimida;;;
Polygoneae;;Polygonaceae;2416;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;;
Polygonoideae;;Polygonaceae;2416;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;;
Aphidinae;;Aphididae;3042;NONE;100;EDITED;FAMILY;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;
Macrosiphini;;Aphididae;3042;NONE;100;EDITED;FAMILY;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;
Geodermatophilus sp. Z2R53;Geodermatophilus Luedemann, 1968;Geodermatophilus;3224724;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Geodermatophilus;
Hordeinae;;Poaceae;3073;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;;
Frigoribacterium sp. B1-25c-3;Frigoribacterium Kämpfer & al., 2000;Frigoribacterium;3225337;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Frigoribacterium;
Humibacter sp. Po15c;Humibacter Vaz-Moreira & al., 2008;Humibacter;4890869;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Humibacter;
Leifsonia sp. A5AGK;Leifsonia Evtushenko & al., 2000;Leifsonia;3225314;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;
Salinibacterium sp. CC13L1;Salinibacterium Han & al., 2003;Salinibacterium;3225307;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Salinibacterium;
PACMAD clade;;Poaceae;3073;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;;
Catellatospora sp. KC-EP-S6;Catellatospora Asano & Kawamoto, 1986;Catellatospora;3224489;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Catellatospora;
Luedemannella sp. 119-1-07;Luedemannella Ara & Kudo, 2007;Luedemannella;4884890;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;
Nakamurella sp. A24MTO;Nakamurella Tao & al., 2004;Nakamurella;3225732;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella;
Poeae;;Poaceae;3073;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;;
Poeae Chloroplast Group 1 (Aveneae type);;Poaceae;3073;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;;
Kribbella sp. enrichment culture clone VanCtr42;Kribbella Park & al., 1999;Kribbella;3224344;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;
Poeae Chloroplast Group 2 (Poeae type);;Poaceae;3073;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;;
Pooideae;;Poaceae;3073;NONE;100;EDITED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;;
Apioideae;;Apiaceae;6720;EDITED;100;EDITED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;;
Scandicinae;;Apiaceae;6720;EDITED;100;EDITED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;;
Pedosphaera parvula Ellin514;Verrucomicrobiaceae;Pedosphaera;9545;EDITED;;ACCEPTED;GENUS;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Pedosphaera;
Actinomadura sp. 1g12710;Actinomadura H.Lechev. & M.P.Lechev.;Actinomadura;3225210;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura;
uncultured Pedosphaera sp.;Verrucomicrobiaceae;Pedosphaera;9545;EDITED;;ACCEPTED;GENUS;Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Pedosphaera;
Megalothorax sp. EA040003-cs17;Megalothorax Willem, 1900;Megalothorax;2122150;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neelidae;Megalothorax;
Megalothorax sp. EA040004-cs23;Megalothorax Willem, 1900;Megalothorax;2122150;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neelidae;Megalothorax;
Megalothorax sp. EA040008-cs9;Megalothorax Willem, 1900;Megalothorax;2122150;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neelidae;Megalothorax;
Megalothorax sp. EA040004-cs23;Megalothorax Willem, 1900;Megalothorax;2122150;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neelidae;Megalothorax;
Megalothorax sp. EA040008-cs9;Megalothorax Willem, 1900;Megalothorax;2122150;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Collembola;Neelidae;Megalothorax;
Mycoplana sp. HP12Q;Mycoplana Gray & Thornton, 1928;Mycoplana;3220801;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Brucellaceae;Mycoplana;
Devosia sp. P-37;Devosia Nakagawa & al., 1996;Devosia;3220926;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;
Endogone sp. OSC T14506;Endogone Link;Endogone;2559270;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Mucoromycota;Zygomycota;Endogonales;Endogonaceae;Endogone;
Azospirillum sp. T2-YC6788;Azospirillum Tarrand & al., 1979;Azospirillum;3221657;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;
Endogone sp. W5994;Endogone Link;Endogone;2559270;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Mucoromycota;Zygomycota;Endogonales;Endogonaceae;Endogone;
Streptomyces sp. PanSC6;Streptomyces Waksman & Henrici;Streptomyces;2584528;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;
uncultured Streptomyces sp.;Streptomyces Waksman & Henrici;Streptomyces;2584528;EDITED;;ACCEPTED;GENUS;Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;
Rhizophydium sp. JEL136;Rhizophydium Schenk;Rhizophydium;2627132;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;
Rhizophydium sp. UGA-F16;Rhizophydium Schenk;Rhizophydium;2627132;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;
Spumella sp. 37G;Spumella Cienkowsky, 1870;Spumella;3194566;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae;Spumella;
Spumella sp. 37G;Spumella Cienkowsky, 1870;Spumella;3194566;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae;Spumella;
Spumella sp. CH3;Spumella Cienkowsky, 1870;Spumella;3194566;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae;Spumella;
Spumella sp. SpiG;Spumella Cienkowsky, 1870;Spumella;3194566;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae;Spumella;
Spumella sp. SpiG;Spumella Cienkowsky, 1870;Spumella;3194566;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae;Spumella;
unclassified Spumella;Spumella Cienkowsky, 1870;Spumella;3194566;EDITED;;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Ochromonadales;Chromulinaceae;Spumella;
Ralstonia sp. JOS55-1;Ralstonia Yabuuchi & al., 1996;Ralstonia;3219897;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;
Caenimonas sp. TSX9-5;Caenimonas Ryu & al., 2008;Caenimonas;4891451;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Caenimonas;
Diaphorobacter sp. NPG-14;Diaphorobacter Khan & Hiraishi, 2003;Diaphorobacter;3220176;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter;
Cercomonas sp. ATCC 50367;Cercomonas;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Cercomonas sp. HFCC 905;Cercomonas;Cercomonas;3210222;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Thecofilosea;Ebriida;Cercomonadidae;Cercomonas;
Duganella sp. 2M1lan;Duganella Hiraishi & al., 1997;Duganella;3219861;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella;
Duganella sp. JPPB B33;Duganella Hiraishi & al., 1997;Duganella;3219861;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Duganella;
Pelomonas sp. CR2;Pelomonas Xie & Yokota, 2005;Pelomonas;3220051;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;
Pelomonas sp. K89;Pelomonas Xie & Yokota, 2005;Pelomonas;3220051;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas;
Geobacter sp. enrichment culture clone VanCtr1;Geobacter Lovley & al., 1995;Geobacter;3220513;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
Emticicia sp. KJ033;Emticicia Saha & Chakrabarti, 2006;Emticicia;3228870;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;
Fibrella sp.;Fibrella Filippini & al., 2011;Fibrella;5917830;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Fibrella;
Pontibacter sp. LX8;Pontibacter Nedashkovskaya & al., 2005;Pontibacter;3228350;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Pontibacter;
Bacteriovorax sp. PNEc1;Bacteriovorax Baer & al., 2000;Bacteriovorax;3220694;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Bacteriovorax;
uncultured Geobacter sp.;Geobacter Lovley & al., 1995;Geobacter;3220513;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
Rhodoplanes sp. Z2-YC6860;Rhodoplanes Hiraishi & Ueda, 1994;Rhodoplanes;3220920;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;
uncultured Rhodoplanes sp.;Rhodoplanes Hiraishi & Ueda, 1994;Rhodoplanes;3220920;EDITED;;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;
Bradyrhizobium sp. Shinshu-th2;Bradyrhizobium Jordan, 1982;Bradyrhizobium;3221031;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
Bradyrhizobium sp. URHC0015;Bradyrhizobium Jordan, 1982;Bradyrhizobium;3221031;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
uncultured Bradyrhizobium sp.;Bradyrhizobium Jordan, 1982;Bradyrhizobium;3221031;EDITED;;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
Sphingosinicella sp. YJ22;Sphingosinicella Maruyama & al., 2006;Sphingosinicella;3221314;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;
uncultured Sphingosinicella sp.;Sphingosinicella Maruyama & al., 2006;Sphingosinicella;3221314;EXACT;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;
Flavobacterium sp. BF134;Flavobacterium Bergey & al., 1923;Flavobacterium;3221328;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
Flavobacterium sp. HL-17;Flavobacterium Bergey & al., 1923;Flavobacterium;3221328;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
Sphingobacterium sp. P-7;Sphingobacterium Yabuuchi & al., 1983;Sphingobacterium;3228645;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;
Eosentomon sp. FNSA-2002;Eosentomon Berlese, 1908;Eosentomon;2119156;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Entognatha;Protura;Eosentomidae;Eosentomon;
Aphelenchoides sp. 2137;Aphelenchoides Fischer, 1894;Aphelenchoides;2284354;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Aphelenchida;Aphelenchoididae;Aphelenchoides;
Tylencholaimus sp. PDL-2005;Tylencholaimus de Man, 1876;Tylencholaimus;2282663;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Dorylaimidae;Tylencholaimus;
Psathyrella sp. D16;Psathyrella (Fr.) Quél.;Psathyrella;2526774;HIGHERRANK;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;
Flavobacterium sp. PDD-32b-56;Flavobacterium Bergey & al., 1923;Flavobacterium;3221328;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
Flavobacterium sp. R-38392;Flavobacterium Bergey & al., 1923;Flavobacterium;3221328;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
uncultured Flavobacterium sp.;Flavobacterium Bergey & al., 1923;Flavobacterium;3221328;EXACT;94;ACCEPTED;GENUS;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;
Sphingomonas sp. 52NP12;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Sphingomonas sp. C0503;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Stigmalychus sp. AD1318;Stigmalychus Theron, Meyer & Ryke, 1971;Stigmalychus;4653827;HIGHERRANK;92;DOUBTFUL;GENUS;Animalia;Arthropoda;Arachnida;Prostigmata;Alicorhagiidae;Stigmalychus;
auricularia species complex;Auricularia Bull., 1780;Auricularia;7984308;HIGHERRANK;92;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariaceae;Auricularia;
Forficula sp. NC-1995;Forficula Linnaeus, 1758;Forficula;1419844;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Dermaptera;Forficulidae;Forficula;
Pungentus sp. PDL-2005;Pungentus Thorne & Swanger, 1936;Pungentus;2282607;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Dorylaimidae;Pungentus;
Prodorylaimus sp. HHBM-2007a;Prodorylaimus Andrassy, 1959;Prodorylaimus;2282603;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Dorylaimida;Dorylaimidae;Prodorylaimus;
Rhodanobacter sp. D47;Rhodanobacter Nalin & al., 1999;Rhodanobacter;3222358;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rhodanobacter;
Rudaea sp. URHD0100;Rudaea Weon & al., 2009;Rudaea;7728833;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rudaea;
Sphingomonas sp. DB-II-12;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Sphingomonas sp. LP105;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Sphingomonas sp. ML1;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Sphingomonas sp. NCCP-1295;Sphingomonas Yabuuchi & al., 1990;Sphingomonas;3221354;HIGHERRANK;94;ACCEPTED;GENUS;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
Cladosporium sp. CB-20;Cladosporium Link;Cladosporium;2518208;HIGHERRANK;92;ACCEPTED;GENUS;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;
Gliricola sp. 274;Gliricola Mjöberg & January, 1910;Gliricola;1032756;HIGHERRANK;94;ACCEPTED;GENUS;Animalia;Arthropoda;Insecta;Psocodea;Gyropidae;Gliricola;
Leptosphaeria biglobosa 'brassicae' group;Leptosphaeria biglobosa Shoemaker & H.Brun, 2001;Plenodomus biglobosus;3540111;HIGHERRANK;98;SYNONYM;SPECIES;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Plenodomus;Plenodomus biglobosus
Spongospora sp. HH-2014;Spongospora Brunch.;Spongospora;3204342;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae;Spongospora;
Mayamaea sp. KAS1111;Mayamaea H.Lange-Bertalot, 1997;Mayamaea;8312129;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae;Mayamaea;
Actinochloris sp. BCP-LG3VF20;Actinochloris Steud.;Chloris;6008507;HIGHERRANK;93;SYNONYM;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Chloris;
Palmellopsis sp. BCP-EM1VF1;Palmellopsis Korshikov, 1953;Palmellopsis;2639576;HIGHERRANK;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;Palmellopsidaceae;Palmellopsis;
Botryochloris sp. SiM-2003;Botryochloris Pascher, 1930;Botryochloris;3201168;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Xanthophyceae;Mischococcales;Botryochloridaceae;Botryochloris;
Oikomonas sp. SA-2.1;Oikomonas Kent, 1880;Oikomonas;3194509;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Oikomonadaceae;Oikomonas;
Xanthonema sp. 735;Xanthonema P.C.Silva, 1979;Xanthonema;3200900;HIGHERRANK;94;ACCEPTED;GENUS;Chromista;Ochrophyta;Xanthophyceae;Tribonematales;Xanthonemataceae;Xanthonema;
