esp;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
Neobodo;62;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Neopsilenchus;128;12;8;5;5;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Neourostylopsis;167;36;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Niastella;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nitratireductor;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nitrosococcus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nitrosopumilus;312;66;37;26;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nitrososphaera;313;66;37;26;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nitrosospira;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nitrospira;314;67;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nitzschia;193;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Nocardia;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nocardioides;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Noctua;150;26;15;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Nolandella;79;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Nonomuraea;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Notholca;43;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Notiophilus;145;23;14;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Novosphingobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Nuclearia;168;37;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Nygolaimus;129;13;9;6;5;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Obertrumia;63;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Occallatibacter;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Ochrobactrum;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Ochromonas;28;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Octolasion;162;33;20;14;9;7;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Odontolaimus;129;13;9;6;5;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Ohtaekwangia;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Oikomonas;194;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Oligoflexus;314;67;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Olpidium;254;47;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Opitutus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Orbicula;163;34;21;15;10;8;5;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Orbilia;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Orchesella;113;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Orciraptor;165;35;22;16;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Oricola;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Oryzihumus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Otiorhynchus;134;18;12;8;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Oxytricha;44;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Paenibacillus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Palaeospora;277;57;30;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Palmellopsis;195;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Panacibacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Panaeolus;299;59;32;22;15;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Panagrolaimus;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Panorbis;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Paracercomonas;80;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Parafilimonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Paraglomus;278;57;30;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Paraphysomonas;29;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Paratylenchus;290;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pasteuria;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Paucimonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Paulinella;81;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pedobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pedomicrobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pedosphaera;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pelobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pelomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pemphigus;151;26;15;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Penicillium;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Peniophorella;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pentapharsodinium;196;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Peregrinia;82;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Perlucidibaca;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Persicaria;223;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Peyerimhoffia;156;30;17;11;7;6;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Phacelia;236;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Phaeosphaeria;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Phaselicystis;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Phenylobacterium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Phialina;167;36;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pholiota;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Phoma;283;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Phycisphaera;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Phyllobacterium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Picea;220;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pilogalumna;153;28;16;10;7;6;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pinus;224;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Piptocephalis;304;62;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pirellula;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pisum;210;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Planctomyces;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Platyophrya;83;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Platyreta;168;37;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Plectus;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pleurochloris;197;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pluteus;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Podura;123;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Polaromonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Polyangium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Polydesmus;157;30;17;11;7;6;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Polygonum;225;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Polymyxa;265;53;28;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pontibacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Porphyrobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Porpoloma;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Poterioochromonas;30;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pratylenchoides;291;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pratylenchus;292;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Preussia;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Prismatolaimus;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Proceropycnis;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Prodesmodora;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Prodorylaimus;22;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Propionivibrio;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Prorodon;45;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Prosthecobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Prosthecomicrobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Protaphorura;124;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Protaspis;46;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Protocyclidium;47;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Protomyces;251;46;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Protoribates;153;28;16;10;7;6;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Prototheca;198;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Psathyrella;163;34;21;15;10;8;5;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudaphelenchus;97;8;5;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudo-nitzschia;199;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudochilodonopsis;166;35;22;16;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudocyrtolophosis;84;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudolabrys;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pseudomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pseudonocardia;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pseudoplatynematum;48;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudoplatyophrya;93;7;4;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudopleurochloris;200;38;24;18;12;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudouroleptus;168;37;23;17;11;9;6;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pseudovorticella;49;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Psora;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pterula;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pungentus;23;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pyrenochaeta;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Pythium;298;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Pyxidiophora;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Ralstonia;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Ramariopsis;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Ranunculus;239;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rathayibacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Resource::Decaying_wood;250;45;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Resource::Dung;247;43;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Resource::Litter;249;44;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Resource::MOS;248;43;27;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rhabditis;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rhabdolaimus;17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rheum;226;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rhizobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhizoctonia;267;54;28;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rhizoglyphus;131;15;11;7;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rhizomicrobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhizophagus;279;57;30;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rhizophlyctis;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhizophydium;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodanobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodococcus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodoferax;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodomicrobium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodopila;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodopirellula;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodoplanes;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodopseudomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhodothermus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rhogostoma;85;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rhopalosiphum;152;27;15;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rickettsiella;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Robertus;140;20;13;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Romanomermis;242;41;26;20;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Roseiarcus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Roseiflexus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rotylenchulus;293;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rotylenchus;294;58;31;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rubrobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rudaea;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Rumex;227;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saccamoeba;86;6;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Saccharibacillus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Saccharomyces;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Saccharophagus;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Saccobolus;300;59;32;22;15;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Salinibacterium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Salvia;237;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sanguibacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Satchellius;161;33;20;14;9;7;4;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sclerostagonospora;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Scutellospora;280;57;30;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Scytinostroma;302;61;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sediminibacterium;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Segetibacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Seinura;98;8;5;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Seira;114;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Septoglomus;281;57;30;21;14;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Serpula;163;34;21;15;10;8;5;4;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Silene;205;39;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Siluania;50;4;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sinapis;217;40;25;19;13;10;7;5;4;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Singulisphaera;308;65;36;25;17;12;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sinomonas;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sistotrema;306;63;34;23;16;11;8;6;5;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sitona;143;22;14;9;6;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Skermanella;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Sminthurides;115;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sminthurinus;116;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Sminthurus;117;10;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Solirubrobacter;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
Solitalea;315;68;38;27;18;13;9;7;6;5;4;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1
